label	message	length	message_clean_tokens	message_clean
0	Dear good morning now only i am up	34	['dear', 'good', 'morn']	dear good morn
0	Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.	109	['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'ltgt', 'street', 'road', 'turn', 'first', 'right']	get gandhipuram walk cross cut road right side ltgt street road turn first right
0	Dear we are going to our rubber place	37	['dear', 'go', 'rubber', 'place']	dear go rubber place
0	Sorry battery died, yeah I'm here	33	['sorri', 'batteri', 'die', 'yeah']	sorri batteri die yeah
0	Yes:)here tv is always available in work place..	48	['yesher', 'tv', 'alway', 'avail', 'work', 'place']	yesher tv alway avail work place
1	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence	157	['text', 'meet', 'someon', 'sexi', 'today', 'find', 'date', 'even', 'flirt', 'join', 'repli', 'age', 'sam', 'msg', 'recdthirtyeight', 'penc']	text meet someon sexi today find date even flirt join repli age sam msg recdthirtyeight penc
0	I have printed it oh. So  &lt;#&gt;  come upstairs	50	['print', 'oh', 'ltgt', 'upstair']	print oh ltgt upstair
0	Or ill be a little closer like at the bus stop on the same street	65	['littl', 'closer', 'like', 'bus', 'stop', 'street']	littl closer like bus stop street
0	Where are you?when wil you reach here?	38	['youwhen', 'reach']	youwhen reach
0	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!	145	['new', 'theori', 'argument', 'win', 'situat', 'lose', 'person', 'dont', 'argu', 'ur', 'friend', 'kick', 'amp', 'say', 'alway', 'correct']	new theori argument win situat lose person dont argu ur friend kick amp say alway correct
1	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	145	['secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal']	secret admir look make contact ufind rreveal think ur specialcal
0	Tomarrow final hearing on my laptop case so i cant.	51	['tomarrow', 'final', 'hear', 'laptop', 'case', 'cant']	tomarrow final hear laptop case cant
0	PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx	45	['pleassssssseeeee', 'tel', 'avent', 'done', 'sportsx']	pleassssssseeeee tel avent done sportsx
0	Okay. No no, just shining on. That was meant to be signing, but that sounds better.	83	['okay', 'shine', 'meant', 'sign', 'sound', 'better']	okay shine meant sign sound better
0	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...	155	['although', 'told', 'baig', 'watch', 'realli', 'like', 'watch', 'gave', 'cos', 'fr', 'thanx', 'everyth', 'uve', 'done', 'today', 'touch']	although told baig watch realli like watch gave cos fr thanx everyth uve done today touch
0	U don't remember that old commercial?	37	['dont', 'rememb', 'old', 'commerci']	dont rememb old commerci
0	Too late. I said i have the website. I didn't i have or dont have the slippers	78	['late', 'said', 'websit', 'didnt', 'dont', 'slipper']	late said websit didnt dont slipper
0	I asked you to call him now ok	30	['ask', 'call', 'ok']	ask call ok
0	Kallis wont bat in 2nd innings.	31	['kalli', 'wont', 'bat', 'inning']	kalli wont bat inning
0	It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.	146	['didnt', 'work', 'oh', 'ok', 'goodnight', 'fix', 'readi', 'time', 'wake', 'dear', 'miss', 'good', 'night', 'sleep']	didnt work oh ok goodnight fix readi time wake dear miss good night sleep
1	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	150	['congratul', 'ur', 'award', 'cd', 'voucher', 'guarante', 'free', 'entri', 'wkli', 'draw', 'txt', 'music', 'tncs']	congratul ur award cd voucher guarante free entri wkli draw txt music tncs
0	Ranjith cal drpd Deeraj and deepak 5min hold	44	['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', 'hold']	ranjith cal drpd deeraj deepak hold
0	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	179	['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'dnt', 'serious', 'coz', 'angri', 'childish', 'true', 'way', 'show', 'deep', 'affect', 'luv', 'kettoda', 'manda', 'nice', 'day']	wen ur lovabl bcum angri wid dnt serious coz angri childish true way show deep affect luv kettoda manda nice day
0	What you doing?how are you?	27	['doinghow']	doinghow
0	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.	179	['up', 'ship', 'compani', 'take', 'way', 'usp', 'take', 'week', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']	up ship compani take way usp take week get lag may bribe nipost get stuff
0	I'm back, lemme know when you're ready	38	['back', 'lem', 'know', 'your', 'readi']	back lem know your readi
0	Don't necessarily expect it to be done before you get back though because I'm just now headin out	97	['dont', 'necessarili', 'expect', 'done', 'get', 'back', 'though', 'headin']	dont necessarili expect done get back though headin
0	Mmm so yummy babe ... Nice jolt to the suzy	43	['mmm', 'yummi', 'babe', 'nice', 'jolt', 'suzi']	mmm yummi babe nice jolt suzi
0	Where are you lover ? I need you ...	36	['lover', 'need']	lover need
1	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW	154	['tri', 'contact', 'repli', 'offer', 'video', 'handset', 'anytim', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call']	tri contact repli offer video handset anytim network min unlimit text camcord repli call
0	IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?	74	['i\x89û÷m', 'park', 'next', 'mini', 'come', 'today', 'think']	iû÷m park next mini come today think
0	Yup	3	['yup']	yup
0	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.	85	['anyway', 'go', 'shop', 'cos', 'sis', 'done', 'yet', 'dun', 'disturb', 'liao']	anyway go shop cos sis done yet dun disturb liao
0	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*	51	['luton', 'ring', 'ur', 'around']	luton ring ur around
1	Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698	121	['hey', 'realli', 'horni', 'chat', 'see', 'nake', 'text', 'hot', 'text', 'charg', 'unsubscrib', 'text', 'stop']	hey realli horni chat see nake text hot text charg unsubscrib text stop
0	Why you Dint come with us.	26	['dint', 'us']	dint us
0	Same. Wana plan a trip sometme then	35	['wana', 'plan', 'trip', 'sometm']	wana plan trip sometm
0	Not sure yet, still trying to get a hold of him	47	['sure', 'yet', 'still', 'tri', 'get', 'hold']	sure yet still tri get hold
1	Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT	159	['ur', 'rington', 'servic', 'chang', 'free', 'credit', 'go', 'choos', 'content', 'stop', 'txt', 'club', 'stop']	ur rington servic chang free credit go choos content stop txt club stop
0	The evo. I just had to download flash. Jealous?	47	['evo', 'download', 'flash', 'jealous']	evo download flash jealous
1	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.	133	['rington', 'club', 'get', 'uk', 'singl', 'chart', 'mobil', 'week', 'choos', 'top', 'qualiti', 'rington', 'messag', 'free', 'charg']	rington club get uk singl chart mobil week choos top qualiti rington messag free charg
0	Come to mu, we're sorting out our narcotics situation	53	['sort', 'narcot', 'situat']	sort narcot situat
0	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.	147	['night', 'end', 'anoth', 'day', 'morn', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay']	night end anoth day morn special way may smile like sunni ray leav worri blue blue bay
1	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	155	['hmv', 'bonus', 'special', 'pound', 'genuin', 'hmv', 'voucher', 'answer', 'easi', 'question', 'play', 'send', 'hmv', 'info']	hmv bonus special pound genuin hmv voucher answer easi question play send hmv info
0	Usf I guess, might as well take 1 car	37	['usf', 'guess', 'might', 'well', 'car']	usf guess might well car
0	No objection. My bf not coming.	31	['object', 'bf', 'come']	object bf come
0	Thanx...	8	['thanx']	thanx
0	Tell rob to mack his gf in the theater	38	['tell', 'rob', 'mack', 'gf', 'theater']	tell rob mack gf theater
0	Awesome, I'll see you in a bit	30	['awesom', 'see', 'bit']	awesom see bit
0	Just sent it. So what type of food do you like?	47	['sent', 'type', 'food', 'like']	sent type food like
0	All done? All handed in? Celebrations in full swing yet?	56	['done', 'hand', 'celebr', 'full', 'swing', 'yet']	done hand celebr full swing yet
0	You got called a tool?	22	['got', 'call', 'tool']	got call tool
0	\Wen u miss someone	19	['wen', 'miss', 'someon']	wen miss someon
0	Ok. I asked for money how far	29	['ok', 'ask', 'money', 'far']	ok ask money far
0	Okie...	7	['oki']	oki
0	Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down	121	['yeah', 'think', 'usual', 'guy', 'still', 'pass', 'last', 'night', 'get', 'ahold', 'anybodi', 'let', 'know', 'throw']	yeah think usual guy still pass last night get ahold anybodi let know throw
0	K, I might come by tonight then if my class lets out early	58	['might', 'tonight', 'class', 'let', 'earli']	might tonight class let earli
0	Ok..	4	['ok']	ok
0	hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx	148	['hi', 'babi', 'cruisin', 'girl', 'friend', 'r', 'give', 'call', 'hour', 'home', 'that', 'alright', 'fone', 'fone', 'love', 'jenni', 'xxx']	hi babi cruisin girl friend r give call hour home that alright fone fone love jenni xxx
0	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..	160	['life', 'mean', 'lot', 'love', 'life', 'love', 'peopl', 'life', 'world', 'call', 'friend', 'call', 'world']	life mean lot love life love peopl life world call friend call world
0	Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.	152	['dearshal', 'mail', 'tonitebusi', 'streetshal', 'updat', 'toniteth', 'look', 'okvarunnathu', 'edukkukaye', 'raksha', 'ollubut', 'good', 'real', 'sens']	dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good real sens
0	Hey you told your name to gautham ah?	37	['hey', 'told', 'gautham', 'ah']	hey told gautham ah
0	Haf u found him? I feel so stupid da v cam was working.	55	['haf', 'found', 'feel', 'stupid', 'work']	haf found feel stupid work
0	Oops. 4 got that bit.	21	['oop', 'got', 'bit']	oop got bit
0	Are you this much buzy	22	['much', 'buzi']	much buzi
0	I accidentally deleted the message. Resend please.	50	['accident', 'delet', 'messag', 'resend', 'pleas']	accident delet messag resend pleas
1	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply	159	['tmobil', 'custom', 'may', 'claim', 'free', 'camera', 'phone', 'upgrad', 'pay', 'go', 'sim', 'card', 'loyalti', 'call', 'end', 'appli']	tmobil custom may claim free camera phone upgrad pay go sim card loyalti call end appli
0	Unless it's a situation where YOU GO GURL would be more appropriate	67	['unless', 'situat', 'go', 'gurl', 'would', 'appropri']	unless situat go gurl would appropri
0	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	153	['hurt', 'teas', 'make', 'cri', 'life', 'plz', 'keep', 'rose', 'grave', 'say', 'stupid', 'miss', 'nice', 'day', 'bslvyl']	hurt teas make cri life plz keep rose grave say stupid miss nice day bslvyl
0	I cant pick the phone right now. Pls send a message	51	['cant', 'pick', 'phone', 'right', 'pls', 'send', 'messag']	cant pick phone right pls send messag
0	Need a coffee run tomo?Can't believe it's that time of week already	67	['need', 'coffe', 'run', 'tomoc', 'believ', 'time', 'week', 'alreadi']	need coffe run tomoc believ time week alreadi
0	Awesome, I remember the last time we got somebody high for the first time with diesel :V	88	['awesom', 'rememb', 'last', 'time', 'got', 'somebodi', 'high', 'first', 'time', 'diesel']	awesom rememb last time got somebodi high first time diesel
0	Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?	157	['shit', 'realli', 'shock', 'scari', 'cant', 'imagin', 'second', 'def', 'night', 'think', 'somewher', 'could', 'crash', 'night', 'save', 'taxi']	shit realli shock scari cant imagin second def night think somewher could crash night save taxi
0	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 	91	['oh', 'way', 'food', 'fridg', 'go', 'meal', 'tonight']	oh way food fridg go meal tonight
0	He is a womdarfull actor	24	['womdarful', 'actor']	womdarful actor
1	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE	146	['sms', 'ac', 'blind', 'date', 'aberdeen', 'unit', 'kingdom', 'check', 'sms', 'blind', 'date', 'send', 'hide']	sms ac blind date aberdeen unit kingdom check sms blind date send hide
0	Yup... From what i remb... I think should be can book... 	57	['yup', 'remb', 'think', 'book']	yup remb think book
0	Jos ask if u wana meet up?	26	['ask', 'wana', 'meet']	ask wana meet
0	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.	71	['lol', 'yes', 'friendship', 'hang', 'thread', 'caus', 'wont', 'buy', 'stuff']	lol yes friendship hang thread caus wont buy stuff
1	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468	138	['themob', 'check', 'newest', 'select', 'content', 'game', 'tone', 'gossip', 'babe', 'sport', 'keep', 'mobil', 'fit', 'funki', 'text', 'wap']	themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
0	Where are the garage keys? They aren't on the bookshelf	55	['garag', 'key', 'arent', 'bookshelf']	garag key arent bookshelf
0	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy	156	['today', 'accept', 'dayu', 'accept', 'brother', 'sister', 'lover', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rpli', 'mean', 'enemi']	today accept dayu accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
1	Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week	134	['think', 'ur', 'smart', 'win', 'å£', 'week', 'week', 'quiz', 'text', 'play', 'nowtc', 'winnersclub', 'box']	think ur smart win å£ week week quiz text play nowtc winnersclub box
0	He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week	119	['say', 'hell', 'give', 'call', 'friend', 'got', 'money', 'hes', 'definit', 'buy', 'week']	say hell give call friend got money hes definit buy week
0	Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.	142	['hi', 'way', 'normal', 'waythi', 'real', 'ur', 'uniquei', 'hope', 'know', 'rest', 'mylif', 'hope', 'find', 'wot', 'lost']	hi way normal waythi real ur uniquei hope know rest mylif hope find wot lost
0	You made my day. Do have a great day too.	41	['made', 'day', 'great', 'day']	made day great day
0	K.k:)advance happy pongal.	26	['kkadvanc', 'happi', 'pongal']	kkadvanc happi pongal
0	Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...	119	['hmmm', 'guess', 'go', 'kb', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'oso', 'forgot', 'liao']	hmmm guess go kb power yoga haha dunno tahan power yoga anot thk got oso forgot liao
0	Not really dude, have no friends i'm afraid :(	46	['realli', 'dude', 'friend', 'afraid']	realli dude friend afraid
1	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906	157	['decemb', 'mobil', 'entitl', 'updat', 'latest', 'colour', 'camera', 'mobil', 'free', 'call', 'mobil', 'updat', 'co', 'free']	decemb mobil entitl updat latest colour camera mobil free call mobil updat co free
0	Coffee cake, i guess...	23	['coffe', 'cake', 'guess']	coffe cake guess
0	Merry Christmas to you too babe, i love ya *kisses*	51	['merri', 'christma', 'babe', 'love', 'kiss']	merri christma babe love kiss
0	Hey... Why dont we just go watch x men and have lunch... Haha 	62	['hey', 'dont', 'go', 'watch', 'x', 'lunch', 'haha']	hey dont go watch x lunch haha
0	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x	107	['cud', 'tell', 'ppl', 'gona', 'b', 'bit', 'cos', 'buse', 'hav', 'gon', 'past', 'cos', 'full', 'still', 'waitin', 'x']	cud tell ppl gona b bit cos buse hav gon past cos full still waitin x
0	That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week	157	['would', 'great', 'well', 'guild', 'could', 'meet', 'bristol', 'road', 'somewher', 'get', 'touch', 'weekend', 'plan', 'flight', 'good', 'week']	would great well guild could meet bristol road somewher get touch weekend plan flight good week
0	No problem. How are you doing?	30	['problem']	problem
0	No calls..messages..missed calls	32	['callsmessagesmiss', 'call']	callsmessagesmiss call
0	Hi da:)how is the todays class?	31	['hi', 'dahow', 'today', 'class']	hi dahow today class
0	I'd say that's a good sign but, well, you know my track record at reading women	79	['id', 'say', 'that', 'good', 'sign', 'well', 'know', 'track', 'record', 'read', 'women']	id say that good sign well know track record read women
0	Cool, text me when you're parked	32	['cool', 'text', 'your', 'park']	cool text your park
0	I'm reading the text i just sent you. Its meant to be a joke. So read it in that light	86	['read', 'text', 'sent', 'meant', 'joke', 'read', 'light']	read text sent meant joke read light
0	K.k:)apo k.good movie.	22	['kkapo', 'kgood', 'movi']	kkapo kgood movi
0	Maybe i could get book out tomo then return it immediately ..? Or something.	76	['mayb', 'could', 'get', 'book', 'tomo', 'return', 'immedi', 'someth']	mayb could get book tomo return immedi someth
1	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!	128	['call', 'germani', 'penc', 'minut', 'call', 'fix', 'line', 'via', 'access', 'number', 'prepay', 'direct', 'access']	call germani penc minut call fix line via access number prepay direct access
0	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.	232	['chanc', 'might', 'evapor', 'soon', 'violat', 'privaci', 'steal', 'phone', 'number', 'employ', 'paperwork', 'cool', 'pleas', 'contact', 'report', 'supervisor']	chanc might evapor soon violat privaci steal phone number employ paperwork cool pleas contact report supervisor
1	Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.	159	['valentin', 'day', 'special', 'win', 'å£', 'quiz', 'partner', 'trip', 'lifetim', 'send', 'go', 'rcvd']	valentin day special win å£ quiz partner trip lifetim send go rcvd
0	Ta-Daaaaa! I am home babe, are you still up ?	45	['tadaaaaa', 'home', 'babe', 'still']	tadaaaaa home babe still
0	Cool. So how come you havent been wined and dined before?	57	['cool', 'havent', 'wine', 'dine']	cool havent wine dine
0	Just sleeping..and surfing	26	['sleepingand', 'surf']	sleepingand surf
0	Sorry, I'll call later	22	['sorri', 'call', 'later']	sorri call later
0	U calling me right? Call my hand phone...	41	['call', 'right', 'call', 'hand', 'phone']	call right call hand phone
0	Ok that's great thanx a lot.	28	['ok', 'that', 'great', 'thanx', 'lot']	ok that great thanx lot
0	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him	151	['post', 'must', 'text', 'happi', 'read', 'wiv', 'hello', 'carolin', 'favourit', 'bless']	post must text happi read wiv hello carolin favourit bless
0	Where u been hiding stranger?	29	['hide', 'stranger']	hide stranger
0	Am not interested to do like that.	34	['interest', 'like']	interest like
0	My sister cleared two round in birla soft yesterday.	52	['sister', 'clear', 'two', 'round', 'birla', 'soft', 'yesterday']	sister clear two round birla soft yesterday
0	Gudnite....tc...practice going on	33	['gudnitetcpractic', 'go']	gudnitetcpractic go
0	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.	85	['dis', 'yiju', 'jus', 'saw', 'ur', 'mail', 'case', 'huim', 'havent', 'sent', 'dis']	dis yiju jus saw ur mail case huim havent sent dis
0	One small prestige problem now.	31	['small', 'prestig', 'problem']	small prestig problem
1	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X	111	['fanci', 'shag', 'dointerest', 'sextextukcom', 'txt', 'xxuk', 'suzi', 'txts', 'cost', 'msg', 'tncs', 'websit', 'x']	fanci shag dointerest sextextukcom txt xxuk suzi txts cost msg tncs websit x
0	Just checking in on you. Really do miss seeing Jeremiah. Do have a great month	78	['check', 'realli', 'miss', 'see', 'jeremiah', 'great', 'month']	check realli miss see jeremiah great month
0	Nah can't help you there, I've never had an iphone	50	['cant', 'help', 'ive', 'never', 'iphon']	cant help ive never iphon
0	If you're not in my car in an hour and a half I'm going apeshit	63	['your', 'car', 'hour', 'half', 'go', 'apeshit']	your car hour half go apeshit
0	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD	148	['today', 'sorri', 'day', 'ever', 'angri', 'ever', 'misbehav', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'basic', 'good']	today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good
0	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed	129	['guy', 'ever', 'figur', 'much', 'need', 'alcohol', 'jay', 'tri', 'figur', 'much', 'safe', 'spend', 'weed']	guy ever figur much need alcohol jay tri figur much safe spend weed
0	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.	45	['ltgt', 'ish', 'minut', 'minut', 'ago', 'wtf']	ltgt ish minut minut ago wtf
0	Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.	202	['thank', 'callingforgot', 'say', 'happi', 'onam', 'sirjii', 'fine', 'rememb', 'insur', 'personmeet', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'join', 'tisscotays']	thank callingforgot say happi onam sirjii fine rememb insur personmeet qatar insha allahrakhesh ex tata aig join tisscotays
1	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	150	['congratul', 'ur', 'award', 'cd', 'voucher', 'guarante', 'free', 'entri', 'wkli', 'draw', 'txt', 'music', 'tncs']	congratul ur award cd voucher guarante free entri wkli draw txt music tncs
1	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL	148	['ur', 'cashbal', 'current', 'pound', 'maxim', 'ur', 'cashin', 'send', 'cash', 'cc']	ur cashbal current pound maxim ur cashin send cash cc
0	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.	168	['actor', 'work', 'work', 'even', 'sleep', 'late', 'sinc', 'unemploy', 'moment', 'alway', 'sleep', 'late', 'your', 'unemploy', 'everi', 'day', 'saturday']	actor work work even sleep late sinc unemploy moment alway sleep late your unemploy everi day saturday
0	Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted	85	['hello', 'got', 'st', 'andrewsboy', 'long', 'way', 'cold', 'keep', 'post']	hello got st andrewsboy long way cold keep post
0	Ha ha cool cool chikku chikku:-):-DB-)	38	['cool', 'cool', 'chikku', 'chikkudb']	cool cool chikku chikkudb
0	Oh ok no prob..	15	['oh', 'ok', 'prob']	oh ok prob
0	Check audrey's status right now	31	['check', 'audrey', 'status', 'right']	check audrey status right
0	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...	88	['busi', 'tri', 'finish', 'new', 'year', 'look', 'forward', 'final', 'meet']	busi tri finish new year look forward final meet
0	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always	160	['good', 'afternoon', 'sunshin', 'dawn', 'day', 'refresh', 'happi', 'aliv', 'breath', 'air', 'smile', 'think', 'love', 'alway']	good afternoon sunshin dawn day refresh happi aliv breath air smile think love alway
0	Well i know Z will take care of me. So no worries.	50	['well', 'know', 'worri']	well know worri
1	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=	165	['updatenow', 'xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'doubl', 'min', 'txt', 'orang', 'call']	updatenow xmas offer latest motorola sonyericsson nokia free bluetooth doubl min txt orang call
1	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546	129	['discount', 'code', 'stop', 'messag', 'repli', 'stop', 'custom', 'servic']	discount code stop messag repli stop custom servic
0	Wat uniform? In where get?	26	['uniform', 'get']	uniform get
0	Cool, text me when you're ready	31	['cool', 'text', 'your', 'readi']	cool text your readi
0	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...	129	['hello', 'boytoy', 'geeee', 'miss', 'alreadi', 'woke', 'wish', 'bed', 'cuddl', 'love']	hello boytoy geeee miss alreadi woke wish bed cuddl love
0	I will spoil you in bed as well :)	34	['spoil', 'bed', 'well']	spoil bed well
0	I'm going for bath will msg you next  &lt;#&gt;  min..	54	['go', 'bath', 'msg', 'next', 'ltgt']	go bath msg next ltgt
0	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay	162	['cant', 'keep', 'talk', 'peopl', 'sure', 'pay', 'agre', 'price', 'pls', 'tell', 'realli', 'buy', 'much', 'will', 'pay']	cant keep talk peopl sure pay agre price pls tell realli buy much will pay
1	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994	157	['thank', 'rington', 'order', 'refer', 'charg', 'gbp', 'week', 'unsubscrib', 'anytim', 'call', 'custom', 'servic']	thank rington order refer charg gbp week unsubscrib anytim call custom servic
0	Can you say what happen	23	['say', 'happen']	say happen
0	You could have seen me..i did't recognise you Face.:)	53	['could', 'seen', 'didt', 'recognis']	could seen didt recognis
0	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going	131	['well', 'there', 'lot', 'thing', 'happen', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'someth', 'go']	well there lot thing happen lindsay new year sigh bar ptbo blue heron someth go
0	Keep my payasam there if rinu brings	36	['keep', 'payasam', 'rinu', 'bring']	keep payasam rinu bring
